name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,prediction
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,725000,45000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5.0,787777.8340880796
Maruti Ertiga SHVS VDI,2015,780000,40000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200Nm@ 1750rpm,7.0,628422.397568211
Maruti Zen LX,1999,50000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,78Nm@ 4500rpm,5.0,-314177.8814756647
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0,920366.6271174401
Maruti Alto K10 2010-2014 VXI,2011,140000,50000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,90Nm@ 3500rpm,5.0,154297.95080504566
Tata Indica V2 DLS TC,2008,100000,40000,Diesel,Individual,Manual,First Owner,16.8,1405.0,62.0,"12.5@ 2,500(kgm@ rpm)",5.0,141768.7999663502
Chevrolet Aveo U-VA 1.2 LT,2007,100000,60000,Petrol,Individual,Manual,Third Owner,14.7,1150.0,76.0,"11.2@ 4,400(kgm@ rpm)",5.0,70977.382313326
Maruti Baleno Zeta 1.3,2015,600000,70000,Diesel,Individual,Manual,Second Owner,27.39,1248.0,74.0,190Nm@ 2000rpm,5.0,443255.9604147598
Hyundai i20 Magna 1.2,2015,600000,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,467255.9067071527
Mercedes-Benz New C-Class 220 CDI AT,2013,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84,2143.0,170.0,400Nm@ 1400-2800rpm,5.0,1596219.225684747
Maruti Alto LX BSIII,2007,118000,110000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,-220661.33392893523
Tata Manza Aqua Quadrajet,2011,88000,97343,Diesel,Dealer,Manual,First Owner,18.8,1248.0,90.0,200Nm@ 1750-3000rpm,5.0,555031.8645412177
Mahindra XUV500 W8 4WD,2011,590000,80000,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,881479.385775283
Maruti Ritz VDi,2012,300000,70000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,190Nm@ 2000rpm,5.0,381047.21293124557
Hyundai i10 Magna,2012,290000,27000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,111.7Nm@ 4000rpm,5.0,362673.578162618
Maruti Swift VXI Deca,2016,500000,32000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113Nm@ 4200rpm,5.0,511605.24345880747
Mahindra Scorpio M2DI,2011,484999,80000,Diesel,Individual,Manual,Second Owner,13.5,2179.0,115.0,277.5Nm@ 1700-2200rpm,5.0,646340.1831980422
Tata Manza Aura Quadrajet BS IV,2012,310000,86000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,200Nm@ 1750-3000rpm,5.0,486655.35884970427
Hyundai Santro Asta BSIV,2018,500000,25000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,99Nm@ 4500rpm,5.0,451503.05205302685
Maruti Wagon R LXI BSIII,2006,150000,100000,Petrol,Individual,Manual,Second Owner,14.0,1061.0,64.0,"8.6@ 3,500(kgm@ rpm)",5.0,-109228.25002711266
Hyundai Verna 1.6 SX CRDi (O),2014,755000,29340,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0,940479.7984873354
Maruti Alto 800 Base,2015,210000,50000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5.0,97175.20813216269
Tata Hexa XT,2017,1282000,45000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,400Nm@ 1750-2500rpm,7.0,1277858.941366762
Maruti Ciaz S 1.3,2017,810000,47747,Diesel,Dealer,Manual,First Owner,28.09,1248.0,88.5,200Nm@ 1750rpm,5.0,819944.0428869724
Tata Zest Quadrajet 1.3 75PS XE,2019,650000,15000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,190Nm@ 1750-3000rpm,5.0,635761.1160819232
Mahindra Bolero SLE,2009,400000,170000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,104101.88317983598
Mahindra Bolero SLX,2011,340000,100000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,210671.20474213362
Hyundai Verna CRDi SX ABS,2009,210000,90000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,"24@ 1,900-2,750(kgm@ rpm)",5.0,512191.9478315115
Tata Indigo eCS GLS,2013,210000,120000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,100Nm@ 2700rpm,5.0,179878.70140308887
Hyundai i20 Diesel Asta Option,2014,550000,76000,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0,686031.4370785654
Toyota Innova Crysta 2.4 ZX MT BSIV,2017,1748999,33019,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.8,343Nm@ 1400-2800rpm,7.0,1335318.1082225144
Mahindra TUV 300 T8,2015,430000,110000,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7.0,606030.0688324496
Maruti Alto K10 VXI,2017,325000,3564,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90Nm@ 3500rpm,5.0,440918.80597449094
Hyundai Elantra S,2016,805000,49900,Petrol,Dealer,Manual,First Owner,16.3,1797.0,147.5,177.5Nm@ 4700rpm,5.0,1196966.2411145717
Mitsubishi Pajero 2.8 SFX BSIII Single Tone,2011,625000,120000,Diesel,Individual,Manual,Second Owner,10.5,2835.0,116.9,292Nm@ 2000rpm,6.0,667168.5904046223
Maruti Celerio X ZXI BSIV,2019,490000,7000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,90Nm@ 3500rpm,5.0,487464.1325186044
Mercedes-Benz GLA Class 200 CDI SPORT,2017,2700000,23000,Diesel,Dealer,Automatic,First Owner,17.9,2143.0,136.0,300Nm@ 1600-3000rpm,5.0,1560486.1446253583
Datsun GO Plus T BSIV,2016,325000,70000,Petrol,Individual,Manual,Second Owner,19.44,1198.0,67.0,104Nm@ 4000rpm,7.0,295424.5606830269
Renault KWID RXT,2016,300000,66693,Petrol,Dealer,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5.0,355627.3863155395
Maruti Alto 800 LXI,2018,270000,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69Nm@ 3500rpm,5.0,281936.11463629454
Mahindra Bolero 2011-2019 SLX,2012,430000,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0,295897.2192002982
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,190Nm@ 2000rpm,5.0,727663.7869428098
Hyundai EON LPG Era Plus,2012,222000,120000,LPG,Individual,Manual,First Owner,19.33,814.0,55.2,74.5Nm@ 4000rpm,5.0,214357.51560343802
Mahindra Scorpio 2.6 CRDe,2006,250000,120000,Diesel,Individual,Manual,Third Owner,10.5,2179.0,120.0,290Nm@ 1800-2800rpm,8.0,497427.1658151001
Toyota Etios G,2011,300000,110000,Petrol,Individual,Manual,First Owner,17.6,1496.0,88.73,132Nm@ 3000rpm,5.0,369325.021422185
Maruti Baleno RS 1.0 Petrol,2018,750000,15000,Petrol,Individual,Manual,First Owner,21.1,998.0,100.5,150Nm@ 1700-4500rpm,5.0,736767.7295250446
Renault Duster 110PS Diesel RxL,2015,600000,136000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,248Nm@ 2250rpm,5.0,722942.8581022024
Ford Figo Diesel Titanium,2011,302000,103000,Diesel,Individual,Manual,Third Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0,219335.48640310764
Maruti Ciaz VXi Plus,2015,650000,26000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,130Nm@ 4000rpm,5.0,578696.9804118648
Honda City i DTec V,2014,560000,72000,Diesel,Dealer,Manual,First Owner,26.0,1498.0,98.6,200Nm@ 1750rpm,5.0,802381.7417418882
Hyundai Santro Sportz BSIV,2018,475000,7800,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,99Nm@ 4500rpm,5.0,462118.0609183535
Honda City i VTEC VX Option BL,2016,925000,22000,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,145Nm@ 4600rpm,5.0,829986.5853000507
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,731000,40000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0,692328.3999929577
Maruti 800 Std,2000,31000,56194,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4.0,-500356.1446067095
Maruti Alto LXi,2009,155000,54000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,-63595.559878244996
Skoda Rapid 1.5 TDI Elegance,2015,300000,101500,Diesel,Individual,Manual,Second Owner,21.14,1498.0,103.52,250Nm@ 1500-2500rpm,5.0,658325.6430112645
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,350Nm@ 1500-2750rpm,5.0,1707688.5357590318
Hyundai Xcent 1.1 CRDi Base,2015,391000,55000,Diesel,Dealer,Manual,First Owner,24.4,1120.0,71.0,180.4Nm@ 1750-2500rpm,5.0,569052.1275167763
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,202Nm@ 3600-5200rpm,5.0,2289748.209785998
Mahindra XUV500 W10 2WD,2015,1100000,110000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,1044888.0908674672
Mahindra Scorpio SLE BSIV,2011,400000,110000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,8.0,662068.117477864
Mahindra Scorpio S4 Plus,2017,950000,52236,Diesel,Dealer,Manual,First Owner,15.4,2179.0,120.0,280Nm@ 1800-2800rpm,7.0,1078540.6647859663
Maruti Alto K10 VXI AGS,2015,350000,38000,Petrol,Individual,Automatic,Second Owner,23.95,998.0,67.05,90Nm@ 3500rpm,5.0,610177.2387297526
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,550000,126000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,7.0,806383.3227405176
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7.0,1101741.7059948295
Maruti Swift Dzire ZDI,2012,625000,100000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0,305144.308563292
Tata Sumo SE,2002,96000,120000,Diesel,Individual,Manual,First Owner,14.07,2956.0,83.1,250Nm@ 1600-2000rpm,7.0,180105.14719884098
Maruti Zen Estilo 1.1 LX BSIII,2007,70000,80000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,84Nm@ 3500rpm,5.0,-39365.02718312293
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,153Nm@ 3800rpm,5.0,1127431.3620777354
Maruti Celerio ZXI,2015,400000,60000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,90Nm@ 3500rpm,5.0,337405.5244304016
Maruti Swift LDI BSIV,2014,360000,70000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0,457236.6406529546
Tata Nexon 1.5 Revotorq XZA Plus,2019,1140000,10000,Diesel,Individual,Automatic,First Owner,21.5,1497.0,108.5,260Nm@ 1500-2750rpm,5.0,1258816.2951417863
Tata Indigo CS eLX BS IV,2011,150000,120000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,140Nm@ 1800-3000rpm,5.0,285547.0830273628
Maruti Ertiga SHVS ZDI Plus,2016,940000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200Nm@ 1750rpm,7.0,653935.232829608
Maruti 800 AC,1999,80000,80000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4.0,-548560.9434652701
Maruti Alto 800 LXI,2014,200000,43381,Petrol,Dealer,Manual,Second Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5.0,180549.33667882532
Hyundai Verna 1.4 CRDi,2016,710000,40000,Diesel,Individual,Manual,First Owner,24.8,1396.0,88.7,219.7Nm@ 1750-2750rpm,5.0,674287.2169391662
Tata Nano Cx BSIV,2010,55000,50000,Petrol,Individual,Manual,Third Owner,26.0,624.0,35.0,"48@ 3,000+/-500(NM@ rpm)",4.0,-150356.41873400658
Hyundai Venue SX Plus Turbo DCT BSIV,2019,1125000,3500,Petrol,Dealer,Automatic,First Owner,18.15,998.0,118.35,171.6Nm@ 1500-4000rpm,5.0,1335480.5670630932
Ford Figo Petrol EXI,2010,400000,30000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,102Nm@ 4000rpm,5.0,191271.93295265734
Maruti Swift Ldi BSIII,2008,235000,152500,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,190Nm@ 2000rpm,5.0,179327.63025715202
Tata Nexon 1.5 Revotorq XM,2018,850000,9500,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,260Nm@ 1500-2750rpm,5.0,914424.5709204376
Maruti Alto LXi BSIII,2005,180000,49455,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,-187528.0136749968
Hyundai i20 1.4 CRDi Era,2010,350000,90000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,22.4 kgm at 1750-2750rpm,5.0,394336.5630751923
Maruti Eeco 7 Seater Standard BSIV,2016,270000,100000,Petrol,Individual,Manual,Third Owner,15.37,1196.0,73.0,101Nm@ 3000rpm,7.0,313010.2115701139
Ford Ikon 1.6 Really Sport,2003,130000,80000,Petrol,Individual,Manual,Third Owner,14.2,1597.0,92.0,130@ 2500(kgm@ rpm),5.0,99351.9721730426
Tata Indica Vista TDI LS,2012,175000,90000,Diesel,Individual,Manual,Third Owner,19.4,1405.0,70.0,135.4Nm@ 2500rpm,5.0,273051.84110888094
Mahindra XUV300 W8 Option BSIV,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197.0,110.0,200Nm@ 2000-3500rpm,5.0,949716.6580773592
Maruti Swift Dzire VDI,2014,465000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0,356169.9790860787
Mahindra Bolero 2011-2019 SLX,2014,650000,65000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0,334072.68960589916
Maruti Vitara Brezza ZDi Plus,2017,880000,25000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0,699695.0710685924
Maruti SX4 ZXI MT BSIV Leather,2010,285000,155000,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,145Nm@ 4100rpm,5.0,370114.38872551173
Toyota Fortuner 3.0 Diesel,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,11.5,2982.0,171.0,343Nm@ 1400-3400rpm,7.0,1346845.068574138
Volkswagen Vento Diesel Highline,2012,280000,120000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,250Nm@ 1500-2500rpm,5.0,556106.1187944338
Ford Figo Diesel EXI,2012,300000,54000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0,330909.8671074137
Maruti Alto LX,2005,90000,100000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,-266543.00771521777
Tata Indica Vista Quadrajet VX Tech,2014,225000,120000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,190Nm@ 1750-3000rpm,5.0,408540.0262695849
Tata Indica V2 DLS,2007,65000,120000,Diesel,Individual,Manual,Third Owner,17.2,1396.0,53.5,"8.5@ 2,500(kgm@ rpm)",5.0,-60504.723788678646
Mahindra XUV500 W8 4WD,2015,850000,173000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,1006007.5351398215
Mahindra Scorpio LX,2011,550000,80000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,9.0,680582.6678243652
Maruti Wagon R VXI BS IV,2013,300000,57000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5.0,200819.59976556897
Maruti Wagon R VXI BS IV,2015,390000,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5.0,333816.4583658129
Hyundai Xcent 1.2 VTVT E,2019,500000,60000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,113.75nm@ 4000rpm,5.0,588296.6352450699
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,110Nm@ 4800rpm,5.0,517234.56574254483
Tata Tiago 1.2 Revotron XZ,2017,425000,42000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,114Nm@ 3500rpm,5.0,577415.1612311378
Maruti Alto LX,2006,100000,42500,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,-151551.37170943618
Maruti Baleno Delta 1.2,2017,550000,46000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,115Nm@ 4000rpm,5.0,552022.9817897305
Honda Brio S MT,2014,290000,60000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,109Nm@ 4500rpm,5.0,408902.8372411877
Chevrolet Cruze LTZ,2011,360000,100000,Diesel,Individual,Manual,First Owner,18.3,1991.0,147.9,327Nm@ 2600rpm,5.0,993034.3257145509
Renault Koleos 2.0 Diesel,2013,1000000,75010,Diesel,Dealer,Automatic,First Owner,13.73,1995.0,148.0,320Nm@ 2000rpm,5.0,1468856.5836119056
Tata Aria Pride,2013,525000,110000,Diesel,Individual,Manual,Second Owner,13.7,2179.0,138.1,320Nm@ 1700-2700rpm,7.0,891833.0542674512
Hyundai Creta 1.4 CRDi Base,2017,957000,60000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,219.7Nm@ 1500-2750rpm,5.0,672590.782240428
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,400Nm,5.0,1968880.6086669713
Mahindra Bolero DI BSIII,2011,390000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,209643.68469647318
Maruti Alto 800 LXI,2020,350000,5000,Petrol,Individual,Manual,First Owner,22.05,796.0,47.3,69Nm@ 3500rpm,5.0,338260.9108786583
Hyundai EON Magna Plus,2012,195000,80000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,43020.4765098691
Maruti Wagon R LX BSIII,2008,80000,100000,Petrol,Individual,Manual,Third Owner,17.3,1061.0,64.0,"8.6@ 3,500(kgm@ rpm)",5.0,-16072.979984894395
Audi A6 2.0 TDI Premium Plus,2013,2000000,35000,Diesel,Individual,Automatic,Second Owner,17.68,1968.0,174.33,380Nm@ 1750-2500rpm,5.0,1573069.9821392149
Maruti Ertiga SHVS ZDI Plus,2016,725000,54000,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,200Nm@ 1750rpm,7.0,592330.0501333028
Mahindra TUV 300 T8,2017,710000,120000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7.0,722363.8321208358
Mercedes-Benz E-Class E 250 Elegance,2010,1200000,35000,Petrol,Individual,Automatic,Second Owner,10.93,2497.0,204.0,245Nm@ 5000rpm,5.0,1664416.7013614774
Hyundai EON Era Plus,2017,300000,8000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,305013.73354271054
Honda City i DTec E,2016,765000,80000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,200Nm@ 1750rpm,5.0,749839.6787711829
Hyundai Verna VTVT 1.6 SX,2019,990000,15000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,151Nm@ 4850rpm,5.0,965784.2062765285
Hyundai Accent Executive,2011,180000,70000,Petrol,Individual,Manual,First Owner,16.36,1495.0,93.7,124.6Nm@ 3500rpm,5.0,429213.88224125654
Skoda Rapid 1.6 MPI Elegance,2012,385000,116000,Petrol,Individual,Manual,First Owner,15.0,1598.0,103.5,153Nm@ 3800rpm,5.0,516209.49891444296
Maruti A-Star Vxi,2014,250000,40000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,90Nm@ 3500rpm,5.0,284729.05172272027
Tata Indigo CS LS (TDI) BS III,2012,170000,120000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,135Nm@ 2500rpm,5.0,243345.36275940388
Hyundai Creta 1.6 SX Diesel,2017,975000,41000,Diesel,Dealer,Manual,First Owner,20.5,1582.0,126.2,259.87NM@ 1500-3000rpm,5.0,1127079.002216436
Hyundai Elantra S,2016,805000,49900,Petrol,Dealer,Manual,First Owner,16.3,1797.0,147.5,177.5Nm@ 4700rpm,5.0,1196966.2411145717
Maruti Swift Dzire VDI Optional,2015,525000,80000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190Nm@ 2000rpm,5.0,491299.90776153654
Ford Freestyle Trend Petrol BSIV,2019,681000,10000,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,120Nm@ 4250rpm,5.0,722591.4700153023
Hyundai i20 1.4 Sportz,2017,650000,32331,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0,637924.7602297664
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7.0,580091.0580237135
Nissan Micra XV CVT,2014,361000,26000,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,104Nm@ 4400rpm,5.0,708439.5152086094
Mahindra Thar CRDe,2017,800000,60000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,247Nm@ 1800-2000rpm,6.0,804358.0129778758
Maruti Swift AMT VXI,2019,600000,7500,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5.0,939777.0894753635
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015,1400000,170000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,200Nm@ 1400-3400rpm,7.0,672067.6494446322
Hyundai i10 Magna 1.1L,2014,300000,100000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5.0,275896.70700027794
Toyota Innova 2.5 GX (Diesel) 8 Seater,2015,1000000,50000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,8.0,746125.8508306295
Hyundai i20 Active 1.4,2015,500000,126000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,219.66nm@ 1500-2750rpm,5.0,567580.2753247395
Hyundai Verna XXi ABS (Petrol),2009,340000,214000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,"14.9@ 3,000(kgm@ rpm)",5.0,292255.26434192806
Honda City i DTEC S,2014,550000,110000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,200Nm@ 1750rpm,5.0,608819.848354131
Hyundai Santro GLS I - Euro II,2009,195000,56000,Petrol,Dealer,Manual,Second Owner,19.33,1248.0,83.1,,5.0,335178.30010972917
Maruti Alto LXi,2009,160000,70000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,-123119.58315784484
Tata Tigor 1.2 Revotron XT,2018,450000,35000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,114Nm@ 3500rpm,5.0,591643.6550660878
Maruti Swift Dzire LXI 1.2 BS IV,2018,550000,5000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0,601479.2665667608
Maruti Wagon R LXI,2005,130000,140000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,-113264.59948372841
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2003,200000,120000,Diesel,Individual,Manual,Second Owner,10.5,2179.0,120.0,290Nm@ 1800-2800rpm,7.0,392887.1301291138
Maruti Swift Dzire LXI,2017,480000,55000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,115Nm@ 4000rpm,5.0,543430.648284711
Honda Civic 1.8 V AT,2009,250000,105000,Petrol,Individual,Automatic,Second Owner,12.9,1799.0,130.0,172Nm@ 4300rpm,5.0,912239.8344376609
Maruti Swift VXI Optional,2016,550000,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113Nm@ 4200rpm,5.0,519011.06359740347
Tata Indica V2 Turbomax DLS BS IV,2012,135000,120000,Diesel,Individual,Manual,Second Owner,19.0,1405.0,71.0,135 Nm at 2500 rpm,5.0,251222.1552523598
Renault Duster 85PS Diesel RxL Optional,2013,400000,44500,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,200Nm@ 1900rpm,5.0,453037.8125021532
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,775000,32000,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0,806348.5629531741
Renault Scala Diesel RxE,2015,530000,110000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,200Nm@ 2000rpm,5.0,551010.6976074278
Tata Safari Storme EX,2017,1100000,20000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7.0,1220654.0611214489
Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,750000,17000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5.0,836742.4331217036
Mahindra KUV 100 mFALCON D75 K8,2016,350000,49600,Diesel,Individual,Manual,Second Owner,25.32,1198.0,77.0,190Nm@ 1750-2250rpm,6.0,497068.48976103216
Hyundai Grand i10 Sportz,2016,470000,13500,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0,515521.94477313757
Audi A4 35 TDI Premium Plus,2016,1898999,46000,Diesel,Dealer,Automatic,First Owner,18.25,1968.0,187.74,400Nm@ 1750-3000rpm,5.0,1950711.2752528489
Ford Figo Diesel Titanium,2011,190000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0,217871.4786646217
Mahindra Scorpio VLX 2WD ABS AT BSIII,2014,645000,139000,Diesel,Individual,Automatic,First Owner,11.79,2179.0,120.0,290Nm@ 1800-2800rpm,8.0,1109776.9375878796
Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,875000,77524,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,204Nm@ 2000-2750rpm,5.0,798106.2418430597
